"name"	"id"	"waterbody"	"month"	"year"	"Lat"	"Long"	"type"	"SAL"
"Flemendorf"	109070015	"Uhlenbaek"	11	2008	54.3318827754293	12.8003579931573	"Freshwater"	0
"Zuehlendorf"	109180011	"Graben aus Kummerow Heide"	11	2008	54.3501914436589	12.8535939073662	"Freshwater"	0
"Prohn"	109230015	"Prohner Bach"	11	2008	54.3710907369313	13.0235076949181	"Freshwater"	0
"GB10 Ruden s."	111021001	"Greifswalder Bodden"	11	2008	54.18833	13.775001	"Coast"	7.35
"AW1 Trockenort"	111030108	"Achterwasser"	11	2008	54.01667	13.958331	"Coast"	5.2
"P20 Peenemuende s."	111032085	"Peenestrom"	11	2008	54.121	13.773	"Coast"	7.05
"P42 Wolgast s."	111034208	"Peenestrom"	11	2008	54.023358	13.760763	"Coast"	6.65
"P48 Lassan"	111034806	"Peenestrom"	11	2008	53.96667	13.891671	"Coast"	4.8
"O133 suedl. Greifsw. Oie"	111071308	"Pommersche Bucht"	11	2008	54.20333	13.905002	"Coast"	7.8
"Wolgast"	111140027	"Ostziese"	11	2008	54.042512008582	13.7348408690934	"Freshwater"	0
"Karow"	112050138	"Karower Muehlbach"	11	2008	54.4028946481796	13.5057291508361	"Freshwater"	0
"RB2 Vitte oe."	112190202	"Vitter Bodden"	11	2008	54.57	13.131672	"Coast"	10.5
"RB3 Bugspitze s."	112190309	"Rassower Strom"	11	2008	54.55333	13.178332	"Coast"	9.2
"Kasnevitz"	112220010	"Rosengartener Bek"	11	2008	54.3375879468763	13.4123296886823	"Freshwater"	0
"Kluis"	112230016	"Duvenbaek"	11	2008	54.4649241302838	13.3055644900104	"Freshwater"	0
"RB6 Wittower Faehre oe."	112280603	"Breetzer Bodden"	11	2008	54.56333	13.293332	"Coast"	9
"Neuendorf"	112350018	"Sehrower Bach"	11	2008	54.3821417140574	13.2670909497788	"Freshwater"	0
"Vorwerk"	112370019	"Sagarder Bach"	11	2008	54.519140218753	13.530008689413	"Freshwater"	0
"Sagard"	112370027	"Marlower Bach"	11	2008	54.5354918139135	13.5518017525063	"Freshwater"	0
"RB9 Glowe sw."	112390909	"Gr. Jasmunder Bodden"	11	2008	54.54333	13.426672	"Coast"	8.35
"RB10 Lietzow n."	112391004	"Gr. Jasmunder Bodden"	11	2008	54.50667	13.490002	"Coast"	8.5
"RB15 Buschvitz oe."	112391500	"Kl. Jasmunder Bodden"	11	2008	54.43167	13.491672	"Coast"	5.1
"RB1 Schaprode w."	112400185	"Schaproder Bodden"	11	2008	54.515	13.125002	"Coast"	9.95
"DB1 Pramort"	103050101	"Barther Fahrwasser"	12	2008	54.42	12.926671	"Coast"	8.85454545454546
"DB2 Sundische Wiese"	103050208	"Grabow"	12	2008	54.39167	12.838331	"Coast"	7.66363636363636
"DB6 Barth oe."	103050603	"Barther Bodden"	12	2008	54.395001	12.750001	"Coast"	6.59090909090909
"DB10 Bodstedt n."	103051008	"Bodstedter Bodden"	12	2008	54.395001	12.623331	"Coast"	5.10909090909091
"DB16 Saal nw."	103051606	"Saaler Bodden"	12	2008	54.335001	12.448331	"Coast"	3.47272727272727
"KB90 Fahrwasser I.Libitz w."	103059085	"Kubitzer Bodden"	12	2008	54.40167	13.105001	"Coast"	8.32416666666667
"GS Gellenstrom Hiddensee w."	103070503	"Prerowbucht"	12	2008	54.51167	13.050002	"Coast"	10.0142857142857
"Zipke"	103310014	"Zipker Bach"	12	2008	54.3413090635463	12.7839460522578	"Freshwater"	0
"GB2 I.Vilm s."	105010285	"Greifswalder Bodden"	12	2008	54.26667	13.516671	"Coast"	7.12857142857143
"GB3 Daenische Wiek n."	105010306	"Daenische Wiek"	12	2008	54.15	13.483331	"Coast"	7.19285714285714
"GB7 Struck"	105010701	"Greifswalder Bodden"	12	2008	54.20667	13.653331	"Coast"	7.11071428571429
"GB19 Zentralbereich"	105011907	"Greifswalder Bodden"	12	2008	54.20667	13.566671	"Coast"	7.06428571428571
"Kemnitz"	105210010	"Westziese"	12	2008	54.0850610286063	13.5276303287714	"Freshwater"	0
"Greifswald"	105340014	"Ryck"	12	2008	54.0988078716915	13.3762719023408	"Freshwater"	0
"Brandshagen"	107030028	"Miltzower Bach"	12	2008	54.2318280613644	13.1982131143004	"Freshwater"	0
"S66 Stralsund"	109016609	"Andershofer Bucht"	12	2008	54.28667	13.131671	"Coast"	7.95555555555556
"Flemendorf"	109070015	"Uhlenbaek"	12	2008	54.3318827754293	12.8003579931573	"Freshwater"	0
"Zuehlendorf"	109180011	"Graben aus Kummerow Heide"	12	2008	54.3501914436589	12.8535939073662	"Freshwater"	0
"Prohn"	109230015	"Prohner Bach"	12	2008	54.3710907369313	13.0235076949181	"Freshwater"	0
"GB10 Ruden s."	111021001	"Greifswalder Bodden"	12	2008	54.18833	13.775001	"Coast"	6.525
"AW1 Trockenort"	111030108	"Achterwasser"	12	2008	54.01667	13.958331	"Coast"	1.95454545454545
"P20 Peenemuende s."	111032085	"Peenestrom"	12	2008	54.121	13.773	"Coast"	4.05454545454545
"P42 Wolgast s."	111034208	"Peenestrom"	12	2008	54.023358	13.760763	"Coast"	2.45454545454545
"P48 Lassan"	111034806	"Peenestrom"	12	2008	53.96667	13.891671	"Coast"	1.52727272727273
"O133 suedl. Greifsw. Oie"	111071308	"Pommersche Bucht"	12	2008	54.20333	13.905002	"Coast"	7.5125
"Wolgast"	111140027	"Ostziese"	12	2008	54.042512008582	13.7348408690934	"Freshwater"	0
"Karow"	112050138	"Karower Muehlbach"	12	2008	54.4028946481796	13.5057291508361	"Freshwater"	0
"RB2 Vitte oe."	112190202	"Vitter Bodden"	12	2008	54.57	13.131672	"Coast"	9.14545454545454
"RB3 Bugspitze s."	112190309	"Rassower Strom"	12	2008	54.55333	13.178332	"Coast"	9.15
"Kasnevitz"	112220010	"Rosengartener Bek"	12	2008	54.3375879468763	13.4123296886823	"Freshwater"	0
"Kluis"	112230016	"Duvenbaek"	12	2008	54.4649241302838	13.3055644900104	"Freshwater"	0
"RB6 Wittower Faehre oe."	112280603	"Breetzer Bodden"	12	2008	54.56333	13.293332	"Coast"	8.75555555555556
"Neuendorf"	112350018	"Sehrower Bach"	12	2008	54.3821417140574	13.2670909497788	"Freshwater"	0
"Vorwerk"	112370019	"Sagarder Bach"	12	2008	54.519140218753	13.530008689413	"Freshwater"	0
"Sagard"	112370027	"Marlower Bach"	12	2008	54.5354918139135	13.5518017525063	"Freshwater"	0
"RB9 Glowe sw."	112390909	"Gr. Jasmunder Bodden"	12	2008	54.54333	13.426672	"Coast"	7.88888888888889
"RB10 Lietzow n."	112391004	"Gr. Jasmunder Bodden"	12	2008	54.50667	13.490002	"Coast"	7.88333333333333
"RB15 Buschvitz oe."	112391500	"Kl. Jasmunder Bodden"	12	2008	54.43167	13.491672	"Coast"	4.17
"RB1 Schaprode w."	112400185	"Schaproder Bodden"	12	2008	54.515	13.125002	"Coast"	8.96818181818182
"DB1 Pramort"	103050101	"Barther Fahrwasser"	1	2009	54.42	12.926671	"Coast"	8.87272727272727
"DB2 Sundische Wiese"	103050208	"Grabow"	1	2009	54.39167	12.838331	"Coast"	8.08181818181818
"DB6 Barth oe."	103050603	"Barther Bodden"	1	2009	54.395001	12.750001	"Coast"	7.18181818181818
"DB10 Bodstedt n."	103051008	"Bodstedter Bodden"	1	2009	54.395001	12.623331	"Coast"	6.27272727272727
"DB16 Saal nw."	103051606	"Saaler Bodden"	1	2009	54.335001	12.448331	"Coast"	4.5
"KB90 Fahrwasser I.Libitz w."	103059085	"Kubitzer Bodden"	1	2009	54.40167	13.105001	"Coast"	7.8
"GS Gellenstrom Hiddensee w."	103070503	"Prerowbucht"	1	2009	54.51167	13.050002	"Coast"	10.65
"Zipke"	103310014	"Zipker Bach"	1	2009	54.3413090635463	12.7839460522578	"Freshwater"	0
"GB2 I.Vilm s."	105010285	"Greifswalder Bodden"	1	2009	54.26667	13.516671	"Coast"	7.85
"GB3 Daenische Wiek n."	105010306	"Daenische Wiek"	1	2009	54.15	13.483331	"Coast"	7.55
"GB7 Struck"	105010701	"Greifswalder Bodden"	1	2009	54.20667	13.653331	"Coast"	7.6
"GB19 Zentralbereich"	105011907	"Greifswalder Bodden"	1	2009	54.20667	13.566671	"Coast"	7.8
"Kemnitz"	105210010	"Westziese"	1	2009	54.0850610286063	13.5276303287714	"Freshwater"	0
"Greifswald"	105340014	"Ryck"	1	2009	54.0988078716915	13.3762719023408	"Freshwater"	0
"Brandshagen"	107030028	"Miltzower Bach"	1	2009	54.2318280613644	13.1982131143004	"Freshwater"	0
"S66 Stralsund"	109016609	"Andershofer Bucht"	1	2009	54.28667	13.131671	"Coast"	8.8
"Flemendorf"	109070015	"Uhlenbaek"	1	2009	54.3318827754293	12.8003579931573	"Freshwater"	0
"Zuehlendorf"	109180011	"Graben aus Kummerow Heide"	1	2009	54.3501914436589	12.8535939073662	"Freshwater"	0
"Prohn"	109230015	"Prohner Bach"	1	2009	54.3710907369313	13.0235076949181	"Freshwater"	0
"GB10 Ruden s."	111021001	"Greifswalder Bodden"	1	2009	54.18833	13.775001	"Coast"	7.5
"AW1 Trockenort"	111030108	"Achterwasser"	1	2009	54.01667	13.958331	"Coast"	2.155
"P20 Peenemuende s."	111032085	"Peenestrom"	1	2009	54.121	13.773	"Coast"	4.465
"P42 Wolgast s."	111034208	"Peenestrom"	1	2009	54.023358	13.760763	"Coast"	2.6
"P48 Lassan"	111034806	"Peenestrom"	1	2009	53.96667	13.891671	"Coast"	2
"O133 suedl. Greifsw. Oie"	111071308	"Pommersche Bucht"	1	2009	54.20333	13.905002	"Coast"	8.1
"Wolgast"	111140027	"Ostziese"	1	2009	54.042512008582	13.7348408690934	"Freshwater"	0
"Karow"	112050138	"Karower Muehlbach"	1	2009	54.4028946481796	13.5057291508361	"Freshwater"	0
"RB2 Vitte oe."	112190202	"Vitter Bodden"	1	2009	54.57	13.131672	"Coast"	9.26
"RB3 Bugspitze s."	112190309	"Rassower Strom"	1	2009	54.55333	13.178332	"Coast"	8.9875
"Kasnevitz"	112220010	"Rosengartener Bek"	1	2009	54.3375879468763	13.4123296886823	"Freshwater"	0
"Kluis"	112230016	"Duvenbaek"	1	2009	54.4649241302838	13.3055644900104	"Freshwater"	0
"RB6 Wittower Faehre oe."	112280603	"Breetzer Bodden"	1	2009	54.56333	13.293332	"Coast"	8.875
"Neuendorf"	112350018	"Sehrower Bach"	1	2009	54.3821417140574	13.2670909497788	"Freshwater"	0
"Vorwerk"	112370019	"Sagarder Bach"	1	2009	54.519140218753	13.530008689413	"Freshwater"	0
"Sagard"	112370027	"Marlower Bach"	1	2009	54.5354918139135	13.5518017525063	"Freshwater"	0
"RB9 Glowe sw."	112390909	"Gr. Jasmunder Bodden"	1	2009	54.54333	13.426672	"Coast"	8.29375
"RB10 Lietzow n."	112391004	"Gr. Jasmunder Bodden"	1	2009	54.50667	13.490002	"Coast"	8.275
"RB15 Buschvitz oe."	112391500	"Kl. Jasmunder Bodden"	1	2009	54.43167	13.491672	"Coast"	5.11
"RB1 Schaprode w."	112400185	"Schaproder Bodden"	1	2009	54.515	13.125002	"Coast"	9.045
"DB1 Pramort"	103050101	"Barther Fahrwasser"	2	2009	54.42	12.926671	"Coast"	8.9
"DB2 Sundische Wiese"	103050208	"Grabow"	2	2009	54.39167	12.838331	"Coast"	6.9
"DB6 Barth oe."	103050603	"Barther Bodden"	2	2009	54.395001	12.750001	"Coast"	6.1
"DB10 Bodstedt n."	103051008	"Bodstedter Bodden"	2	2009	54.395001	12.623331	"Coast"	5.25
"DB16 Saal nw."	103051606	"Saaler Bodden"	2	2009	54.335001	12.448331	"Coast"	4.5
"KB90 Fahrwasser I.Libitz w."	103059085	"Kubitzer Bodden"	2	2009	54.40167	13.105001	"Coast"	6.9
"GS Gellenstrom Hiddensee w."	103070503	"Prerowbucht"	2	2009	54.51167	13.050002	"Coast"	9.65
"Zipke"	103310014	"Zipker Bach"	2	2009	54.3413090635463	12.7839460522578	"Freshwater"	0
"GB2 I.Vilm s."	105010285	"Greifswalder Bodden"	2	2009	54.26667	13.516671	"Coast"	7.7
"GB3 Daenische Wiek n."	105010306	"Daenische Wiek"	2	2009	54.15	13.483331	"Coast"	7.8
"GB7 Struck"	105010701	"Greifswalder Bodden"	2	2009	54.20667	13.653331	"Coast"	7.8
"GB19 Zentralbereich"	105011907	"Greifswalder Bodden"	2	2009	54.20667	13.566671	"Coast"	7.75
"Kemnitz"	105210010	"Westziese"	2	2009	54.0850610286063	13.5276303287714	"Freshwater"	0
"Greifswald"	105340014	"Ryck"	2	2009	54.0988078716915	13.3762719023408	"Freshwater"	0
"Brandshagen"	107030028	"Miltzower Bach"	2	2009	54.2318280613644	13.1982131143004	"Freshwater"	0
"S66 Stralsund"	109016609	"Andershofer Bucht"	2	2009	54.28667	13.131671	"Coast"	7.7
"Flemendorf"	109070015	"Uhlenbaek"	2	2009	54.3318827754293	12.8003579931573	"Freshwater"	0
"Zuehlendorf"	109180011	"Graben aus Kummerow Heide"	2	2009	54.3501914436589	12.8535939073662	"Freshwater"	0
"Prohn"	109230015	"Prohner Bach"	2	2009	54.3710907369313	13.0235076949181	"Freshwater"	0
"GB10 Ruden s."	111021001	"Greifswalder Bodden"	2	2009	54.18833	13.775001	"Coast"	6.1
"AW1 Trockenort"	111030108	"Achterwasser"	2	2009	54.01667	13.958331	"Coast"	2.9
"P20 Peenemuende s."	111032085	"Peenestrom"	2	2009	54.121	13.773	"Coast"	6
"P42 Wolgast s."	111034208	"Peenestrom"	2	2009	54.023358	13.760763	"Coast"	5.9
"P48 Lassan"	111034806	"Peenestrom"	2	2009	53.96667	13.891671	"Coast"	2.8
"O133 suedl. Greifsw. Oie"	111071308	"Pommersche Bucht"	2	2009	54.20333	13.905002	"Coast"	7.9
"Wolgast"	111140027	"Ostziese"	2	2009	54.042512008582	13.7348408690934	"Freshwater"	0
"Karow"	112050138	"Karower Muehlbach"	2	2009	54.4028946481796	13.5057291508361	"Freshwater"	0
"RB2 Vitte oe."	112190202	"Vitter Bodden"	2	2009	54.57	13.131672	"Coast"	8.8
"RB3 Bugspitze s."	112190309	"Rassower Strom"	2	2009	54.55333	13.178332	"Coast"	8.9875
"Kasnevitz"	112220010	"Rosengartener Bek"	2	2009	54.3375879468763	13.4123296886823	"Freshwater"	0
"Kluis"	112230016	"Duvenbaek"	2	2009	54.4649241302838	13.3055644900104	"Freshwater"	0
"RB6 Wittower Faehre oe."	112280603	"Breetzer Bodden"	2	2009	54.56333	13.293332	"Coast"	8.875
"Neuendorf"	112350018	"Sehrower Bach"	2	2009	54.3821417140574	13.2670909497788	"Freshwater"	0
"Vorwerk"	112370019	"Sagarder Bach"	2	2009	54.519140218753	13.530008689413	"Freshwater"	0
"Sagard"	112370027	"Marlower Bach"	2	2009	54.5354918139135	13.5518017525063	"Freshwater"	0
"RB9 Glowe sw."	112390909	"Gr. Jasmunder Bodden"	2	2009	54.54333	13.426672	"Coast"	8.29375
"RB10 Lietzow n."	112391004	"Gr. Jasmunder Bodden"	2	2009	54.50667	13.490002	"Coast"	8.275
"RB15 Buschvitz oe."	112391500	"Kl. Jasmunder Bodden"	2	2009	54.43167	13.491672	"Coast"	5.11
"RB1 Schaprode w."	112400185	"Schaproder Bodden"	2	2009	54.515	13.125002	"Coast"	8.7
"DB1 Pramort"	103050101	"Barther Fahrwasser"	3	2009	54.42	12.926671	"Coast"	9.1
"DB2 Sundische Wiese"	103050208	"Grabow"	3	2009	54.39167	12.838331	"Coast"	6.8
"DB6 Barth oe."	103050603	"Barther Bodden"	3	2009	54.395001	12.750001	"Coast"	5.6
"DB10 Bodstedt n."	103051008	"Bodstedter Bodden"	3	2009	54.395001	12.623331	"Coast"	5
"DB16 Saal nw."	103051606	"Saaler Bodden"	3	2009	54.335001	12.448331	"Coast"	3.8
"KB90 Fahrwasser I.Libitz w."	103059085	"Kubitzer Bodden"	3	2009	54.40167	13.105001	"Coast"	8.3
"GS Gellenstrom Hiddensee w."	103070503	"Prerowbucht"	3	2009	54.51167	13.050002	"Coast"	8.9
"Zipke"	103310014	"Zipker Bach"	3	2009	54.3413090635463	12.7839460522578	"Freshwater"	0
"GB2 I.Vilm s."	105010285	"Greifswalder Bodden"	3	2009	54.26667	13.516671	"Coast"	7.3
"GB3 Daenische Wiek n."	105010306	"Daenische Wiek"	3	2009	54.15	13.483331	"Coast"	7.275
"GB7 Struck"	105010701	"Greifswalder Bodden"	3	2009	54.20667	13.653331	"Coast"	7.4
"GB19 Zentralbereich"	105011907	"Greifswalder Bodden"	3	2009	54.20667	13.566671	"Coast"	7.325
"Kemnitz"	105210010	"Westziese"	3	2009	54.0850610286063	13.5276303287714	"Freshwater"	0
"Greifswald"	105340014	"Ryck"	3	2009	54.0988078716915	13.3762719023408	"Freshwater"	0
"Brandshagen"	107030028	"Miltzower Bach"	3	2009	54.2318280613644	13.1982131143004	"Freshwater"	0
"S66 Stralsund"	109016609	"Andershofer Bucht"	3	2009	54.28667	13.131671	"Coast"	8
"Flemendorf"	109070015	"Uhlenbaek"	3	2009	54.3318827754293	12.8003579931573	"Freshwater"	0
"Zuehlendorf"	109180011	"Graben aus Kummerow Heide"	3	2009	54.3501914436589	12.8535939073662	"Freshwater"	0
"Prohn"	109230015	"Prohner Bach"	3	2009	54.3710907369313	13.0235076949181	"Freshwater"	0
"GB10 Ruden s."	111021001	"Greifswalder Bodden"	3	2009	54.18833	13.775001	"Coast"	6
"AW1 Trockenort"	111030108	"Achterwasser"	3	2009	54.01667	13.958331	"Coast"	2.5
"P20 Peenemuende s."	111032085	"Peenestrom"	3	2009	54.121	13.773	"Coast"	5.3
"P42 Wolgast s."	111034208	"Peenestrom"	3	2009	54.023358	13.760763	"Coast"	5
"P48 Lassan"	111034806	"Peenestrom"	3	2009	53.96667	13.891671	"Coast"	2.2
"O133 suedl. Greifsw. Oie"	111071308	"Pommersche Bucht"	3	2009	54.20333	13.905002	"Coast"	7.9
"Wolgast"	111140027	"Ostziese"	3	2009	54.042512008582	13.7348408690934	"Freshwater"	0
"Karow"	112050138	"Karower Muehlbach"	3	2009	54.4028946481796	13.5057291508361	"Freshwater"	0
"RB2 Vitte oe."	112190202	"Vitter Bodden"	3	2009	54.57	13.131672	"Coast"	8.9
"RB3 Bugspitze s."	112190309	"Rassower Strom"	3	2009	54.55333	13.178332	"Coast"	9.1
"Kasnevitz"	112220010	"Rosengartener Bek"	3	2009	54.3375879468763	13.4123296886823	"Freshwater"	0
"Kluis"	112230016	"Duvenbaek"	3	2009	54.4649241302838	13.3055644900104	"Freshwater"	0
"RB6 Wittower Faehre oe."	112280603	"Breetzer Bodden"	3	2009	54.56333	13.293332	"Coast"	9.2
"Neuendorf"	112350018	"Sehrower Bach"	3	2009	54.3821417140574	13.2670909497788	"Freshwater"	0
"Vorwerk"	112370019	"Sagarder Bach"	3	2009	54.519140218753	13.530008689413	"Freshwater"	0
"Sagard"	112370027	"Marlower Bach"	3	2009	54.5354918139135	13.5518017525063	"Freshwater"	0
"RB9 Glowe sw."	112390909	"Gr. Jasmunder Bodden"	3	2009	54.54333	13.426672	"Coast"	8.5
"RB10 Lietzow n."	112391004	"Gr. Jasmunder Bodden"	3	2009	54.50667	13.490002	"Coast"	8.45
"RB15 Buschvitz oe."	112391500	"Kl. Jasmunder Bodden"	3	2009	54.43167	13.491672	"Coast"	4.5
"RB1 Schaprode w."	112400185	"Schaproder Bodden"	3	2009	54.515	13.125002	"Coast"	8.7
"DB1 Pramort"	103050101	"Barther Fahrwasser"	4	2009	54.42	12.926671	"Coast"	7.2
"DB2 Sundische Wiese"	103050208	"Grabow"	4	2009	54.39167	12.838331	"Coast"	7.2
"DB6 Barth oe."	103050603	"Barther Bodden"	4	2009	54.395001	12.750001	"Coast"	5.7
"DB10 Bodstedt n."	103051008	"Bodstedter Bodden"	4	2009	54.395001	12.623331	"Coast"	4.95
"DB16 Saal nw."	103051606	"Saaler Bodden"	4	2009	54.335001	12.448331	"Coast"	3.4
"KB90 Fahrwasser I.Libitz w."	103059085	"Kubitzer Bodden"	4	2009	54.40167	13.105001	"Coast"	7.3
"GS Gellenstrom Hiddensee w."	103070503	"Prerowbucht"	4	2009	54.51167	13.050002	"Coast"	7.85
"Zipke"	103310014	"Zipker Bach"	4	2009	54.3413090635463	12.7839460522578	"Freshwater"	0
"GB2 I.Vilm s."	105010285	"Greifswalder Bodden"	4	2009	54.26667	13.516671	"Coast"	7.17272727272727
"GB3 Daenische Wiek n."	105010306	"Daenische Wiek"	4	2009	54.15	13.483331	"Coast"	7.15681818181818
"GB7 Struck"	105010701	"Greifswalder Bodden"	4	2009	54.20667	13.653331	"Coast"	7.15
"GB19 Zentralbereich"	105011907	"Greifswalder Bodden"	4	2009	54.20667	13.566671	"Coast"	7.19772727272727
"Kemnitz"	105210010	"Westziese"	4	2009	54.0850610286063	13.5276303287714	"Freshwater"	0
"Greifswald"	105340014	"Ryck"	4	2009	54.0988078716915	13.3762719023408	"Freshwater"	0
"Brandshagen"	107030028	"Miltzower Bach"	4	2009	54.2318280613644	13.1982131143004	"Freshwater"	0
"S66 Stralsund"	109016609	"Andershofer Bucht"	4	2009	54.28667	13.131671	"Coast"	8.17272727272727
"Flemendorf"	109070015	"Uhlenbaek"	4	2009	54.3318827754293	12.8003579931573	"Freshwater"	0
"Zuehlendorf"	109180011	"Graben aus Kummerow Heide"	4	2009	54.3501914436589	12.8535939073662	"Freshwater"	0
"Prohn"	109230015	"Prohner Bach"	4	2009	54.3710907369313	13.0235076949181	"Freshwater"	0
"GB10 Ruden s."	111021001	"Greifswalder Bodden"	4	2009	54.18833	13.775001	"Coast"	5.8
"AW1 Trockenort"	111030108	"Achterwasser"	4	2009	54.01667	13.958331	"Coast"	2.3
"P20 Peenemuende s."	111032085	"Peenestrom"	4	2009	54.121	13.773	"Coast"	1.8
"P42 Wolgast s."	111034208	"Peenestrom"	4	2009	54.023358	13.760763	"Coast"	1.8
"P48 Lassan"	111034806	"Peenestrom"	4	2009	53.96667	13.891671	"Coast"	1.2
"O133 suedl. Greifsw. Oie"	111071308	"Pommersche Bucht"	4	2009	54.20333	13.905002	"Coast"	6.8
"Wolgast"	111140027	"Ostziese"	4	2009	54.042512008582	13.7348408690934	"Freshwater"	0
"Karow"	112050138	"Karower Muehlbach"	4	2009	54.4028946481796	13.5057291508361	"Freshwater"	0
"RB2 Vitte oe."	112190202	"Vitter Bodden"	4	2009	54.57	13.131672	"Coast"	8.8
"RB3 Bugspitze s."	112190309	"Rassower Strom"	4	2009	54.55333	13.178332	"Coast"	8.9875
"Kasnevitz"	112220010	"Rosengartener Bek"	4	2009	54.3375879468763	13.4123296886823	"Freshwater"	0
"Kluis"	112230016	"Duvenbaek"	4	2009	54.4649241302838	13.3055644900104	"Freshwater"	0
"RB6 Wittower Faehre oe."	112280603	"Breetzer Bodden"	4	2009	54.56333	13.293332	"Coast"	8.875
"Neuendorf"	112350018	"Sehrower Bach"	4	2009	54.3821417140574	13.2670909497788	"Freshwater"	0
"Vorwerk"	112370019	"Sagarder Bach"	4	2009	54.519140218753	13.530008689413	"Freshwater"	0
"Sagard"	112370027	"Marlower Bach"	4	2009	54.5354918139135	13.5518017525063	"Freshwater"	0
"RB9 Glowe sw."	112390909	"Gr. Jasmunder Bodden"	4	2009	54.54333	13.426672	"Coast"	8.29375
"RB10 Lietzow n."	112391004	"Gr. Jasmunder Bodden"	4	2009	54.50667	13.490002	"Coast"	8.275
"RB15 Buschvitz oe."	112391500	"Kl. Jasmunder Bodden"	4	2009	54.43167	13.491672	"Coast"	4.4
"RB1 Schaprode w."	112400185	"Schaproder Bodden"	4	2009	54.515	13.125002	"Coast"	8.2
"DB1 Pramort"	103050101	"Barther Fahrwasser"	5	2009	54.42	12.926671	"Coast"	8.9
"DB2 Sundische Wiese"	103050208	"Grabow"	5	2009	54.39167	12.838331	"Coast"	7
"DB6 Barth oe."	103050603	"Barther Bodden"	5	2009	54.395001	12.750001	"Coast"	6.2
"DB10 Bodstedt n."	103051008	"Bodstedter Bodden"	5	2009	54.395001	12.623331	"Coast"	5.9
"DB16 Saal nw."	103051606	"Saaler Bodden"	5	2009	54.335001	12.448331	"Coast"	3.8
"KB90 Fahrwasser I.Libitz w."	103059085	"Kubitzer Bodden"	5	2009	54.40167	13.105001	"Coast"	7.93333333333333
"GS Gellenstrom Hiddensee w."	103070503	"Prerowbucht"	5	2009	54.51167	13.050002	"Coast"	9.5
"Zipke"	103310014	"Zipker Bach"	5	2009	54.3413090635463	12.7839460522578	"Freshwater"	0
"GB2 I.Vilm s."	105010285	"Greifswalder Bodden"	5	2009	54.26667	13.516671	"Coast"	6.5
"GB3 Daenische Wiek n."	105010306	"Daenische Wiek"	5	2009	54.15	13.483331	"Coast"	6.6
"GB7 Struck"	105010701	"Greifswalder Bodden"	5	2009	54.20667	13.653331	"Coast"	6.3
"GB19 Zentralbereich"	105011907	"Greifswalder Bodden"	5	2009	54.20667	13.566671	"Coast"	6.4
"Kemnitz"	105210010	"Westziese"	5	2009	54.0850610286063	13.5276303287714	"Freshwater"	0
"Greifswald"	105340014	"Ryck"	5	2009	54.0988078716915	13.3762719023408	"Freshwater"	0
"Brandshagen"	107030028	"Miltzower Bach"	5	2009	54.2318280613644	13.1982131143004	"Freshwater"	0
"S66 Stralsund"	109016609	"Andershofer Bucht"	5	2009	54.28667	13.131671	"Coast"	6.8
"Flemendorf"	109070015	"Uhlenbaek"	5	2009	54.3318827754293	12.8003579931573	"Freshwater"	0
"Zuehlendorf"	109180011	"Graben aus Kummerow Heide"	5	2009	54.3501914436589	12.8535939073662	"Freshwater"	0
"Prohn"	109230015	"Prohner Bach"	5	2009	54.3710907369313	13.0235076949181	"Freshwater"	0
"GB10 Ruden s."	111021001	"Greifswalder Bodden"	5	2009	54.18833	13.775001	"Coast"	5.65
"AW1 Trockenort"	111030108	"Achterwasser"	5	2009	54.01667	13.958331	"Coast"	2
"P20 Peenemuende s."	111032085	"Peenestrom"	5	2009	54.121	13.773	"Coast"	5.8
"P42 Wolgast s."	111034208	"Peenestrom"	5	2009	54.023358	13.760763	"Coast"	2.6
"P48 Lassan"	111034806	"Peenestrom"	5	2009	53.96667	13.891671	"Coast"	1.2
"O133 suedl. Greifsw. Oie"	111071308	"Pommersche Bucht"	5	2009	54.20333	13.905002	"Coast"	6.35
"Wolgast"	111140027	"Ostziese"	5	2009	54.042512008582	13.7348408690934	"Freshwater"	0
"Karow"	112050138	"Karower Muehlbach"	5	2009	54.4028946481796	13.5057291508361	"Freshwater"	0
"RB2 Vitte oe."	112190202	"Vitter Bodden"	5	2009	54.57	13.131672	"Coast"	8.5
"RB3 Bugspitze s."	112190309	"Rassower Strom"	5	2009	54.55333	13.178332	"Coast"	8.15
"Kasnevitz"	112220010	"Rosengartener Bek"	5	2009	54.3375879468763	13.4123296886823	"Freshwater"	0
"Kluis"	112230016	"Duvenbaek"	5	2009	54.4649241302838	13.3055644900104	"Freshwater"	0
"RB6 Wittower Faehre oe."	112280603	"Breetzer Bodden"	5	2009	54.56333	13.293332	"Coast"	8.1
"Neuendorf"	112350018	"Sehrower Bach"	5	2009	54.3821417140574	13.2670909497788	"Freshwater"	0
"Vorwerk"	112370019	"Sagarder Bach"	5	2009	54.519140218753	13.530008689413	"Freshwater"	0
"Sagard"	112370027	"Marlower Bach"	5	2009	54.5354918139135	13.5518017525063	"Freshwater"	0
"RB9 Glowe sw."	112390909	"Gr. Jasmunder Bodden"	5	2009	54.54333	13.426672	"Coast"	7.7
"RB10 Lietzow n."	112391004	"Gr. Jasmunder Bodden"	5	2009	54.50667	13.490002	"Coast"	7.7
